trein_id,dienst_datum,reizigers,zitplaatsen_beschikbaar,bezettingsgraad_pct
IC1010,2024-02-26,557,680,81.9
IC1019,2024-02-26,403,540,74.6
SPR2001,2024-02-26,250,340,73.5
IC1008,2024-02-26,252,360,70.0
IC1026,2024-02-26,545,420,129.8
IC1046,2024-02-26,595,560,106.2
IC1007,2024-02-26,278,340,81.8
IC1040,2024-02-26,225,280,80.4
IC1001,2024-02-26,415,510,81.4
SPR2006,2024-02-26,581,480,121.0
IC1017,2024-02-26,690,720,95.8
SPR2002,2024-02-26,505,640,78.9
SPR2025,2024-02-26,370,320,115.6
SPR2003,2024-02-26,405,360,112.5
IC1041,2024-02-26,593,640,92.7
SPR2014,2024-02-26,779,720,108.2
IC1034,2024-02-26,469,420,111.7
IC1009,2024-02-26,177,280,63.2
IC1014,2024-02-26,412,340,121.2
IC1031,2024-02-27,224,280,80.0
SPR2007,2024-02-27,656,510,128.6
IC1016,2024-02-27,889,720,123.5
IC1008,2024-02-27,417,680,61.3
SPR2006,2024-02-27,579,560,103.4
SPR2009,2024-02-27,816,640,127.5
IC1027,2024-02-27,537,540,99.4
IC1036,2024-02-27,742,720,103.1
SPR2002,2024-02-27,600,480,125.0
IC1009,2024-02-27,360,360,100.0
SPR2025,2024-02-27,323,420,76.9
IC1005,2024-02-27,627,680,92.2
IC1012,2024-02-27,270,320,84.4
IC1022,2024-02-27,487,680,71.6
IC1026,2024-02-27,382,510,74.9
IC1047,2024-02-27,231,360,64.2
IC1039,2024-02-27,402,560,71.8
IC1037,2024-02-27,500,640,78.1
IC1043,2024-02-27,814,720,113.1
IC1041,2024-02-27,582,680,85.6
SPR2013,2024-02-27,552,510,108.2
SPR2018,2024-02-27,415,320,129.7
IC1023,2024-02-27,342,340,100.6
IC1010,2024-02-27,432,420,102.9
IC1011,2024-02-27,315,320,98.4
SPR2000,2024-02-27,561,640,87.7
IC1013,2024-02-27,233,320,72.8
IC1020,2024-02-27,616,480,128.3
SPR2012,2024-02-27,672,720,93.3
IC1032,2024-02-27,853,680,125.4
SPR2016,2024-02-27,422,540,78.1
IC1046,2024-02-27,216,320,67.5
IC1033,2024-02-27,585,560,104.5
IC1042,2024-02-27,669,560,119.5
IC1048,2024-02-27,595,560,106.2
SPR2026,2024-02-27,761,680,111.9
SPR2022,2024-02-27,348,340,102.4
SPR2023,2024-02-27,718,640,112.2
IC1044,2024-02-27,269,320,84.1
IC1029,2024-02-27,296,340,87.1
IC1040,2024-02-28,366,320,114.4
SPR2022,2024-02-28,394,340,115.9
IC1042,2024-02-28,355,540,65.7
IC1029,2024-02-28,256,420,61.0
IC1039,2024-02-28,725,680,106.6
IC1030,2024-02-28,336,510,65.9
IC1022,2024-02-28,489,680,71.9
IC1000,2024-02-28,265,360,73.6
SPR2028,2024-02-28,487,510,95.5
IC1036,2024-02-28,207,280,73.9
IC1012,2024-02-28,247,340,72.6
SPR2004,2024-02-28,309,510,60.6
SPR2001,2024-02-28,363,320,113.4
SPR2023,2024-02-28,222,320,69.4
IC1023,2024-02-28,359,360,99.7
SPR2020,2024-02-28,388,480,80.8
SPR2029,2024-02-28,407,560,72.7
IC1004,2024-02-28,455,540,84.3
SPR2008,2024-02-28,436,560,77.9
IC1025,2024-02-28,325,360,90.3
SPR2002,2024-02-28,693,640,108.3
SPR2027,2024-02-28,457,720,63.5
IC1024,2024-02-28,349,480,72.7
IC1048,2024-02-28,446,680,65.6
IC1016,2024-02-28,408,320,127.5
SPR2007,2024-02-28,480,480,100.0
IC1028,2024-02-28,399,340,117.4
SPR2015,2024-02-28,503,640,78.6
IC1038,2024-02-28,441,360,122.5
IC1006,2024-02-28,582,560,103.9
IC1013,2024-02-28,300,340,88.2
IC1049,2024-02-28,285,280,101.8
SPR2017,2024-02-28,248,360,68.9
SPR2012,2024-02-28,294,360,81.7
SPR2013,2024-02-28,332,340,97.6
IC1002,2024-02-28,754,720,104.7
SPR2024,2024-02-28,420,560,75.0
IC1017,2024-02-28,931,720,129.3
IC1009,2024-02-28,757,640,118.3
IC1032,2024-02-28,684,680,100.6
IC1035,2024-02-29,358,280,127.9
IC1000,2024-02-29,488,510,95.7
IC1031,2024-02-29,606,480,126.2
IC1006,2024-02-29,810,720,112.5
IC1012,2024-02-29,406,540,75.2
IC1010,2024-02-29,477,540,88.3
IC1003,2024-02-29,376,480,78.3
SPR2018,2024-02-29,795,720,110.4
IC1032,2024-02-29,636,560,113.6
SPR2025,2024-02-29,604,560,107.9
SPR2028,2024-02-29,628,640,98.1
IC1015,2024-02-29,449,510,88.0
SPR2027,2024-02-29,360,280,128.6
IC1029,2024-02-29,334,540,61.9
SPR2000,2024-02-29,329,480,68.5
SPR2022,2024-02-29,652,640,101.9
SPR2013,2024-02-29,541,480,112.7
IC1044,2024-02-29,914,720,126.9
SPR2010,2024-02-29,528,560,94.3
SPR2008,2024-02-29,534,680,78.5
SPR2026,2024-02-29,433,360,120.3
IC1040,2024-02-29,308,340,90.6
IC1039,2024-02-29,497,720,69.0
IC1046,2024-02-29,270,280,96.4
SPR2009,2024-02-29,271,280,96.8
IC1017,2024-02-29,365,480,76.0
SPR2021,2024-02-29,503,720,69.9
SPR2017,2024-02-29,335,480,69.8
SPR2007,2024-02-29,376,320,117.5
IC1016,2024-02-29,608,640,95.0
IC1048,2024-02-29,401,360,111.4
IC1033,2024-02-29,611,480,127.3
SPR2002,2024-02-29,831,720,115.4
IC1019,2024-02-29,241,340,70.9
IC1023,2024-02-29,321,360,89.2
IC1045,2024-02-29,265,280,94.6
IC1022,2024-02-29,523,480,109.0
IC1001,2024-02-29,535,420,127.4
IC1013,2024-02-29,335,420,79.8
SPR2016,2024-02-29,866,720,120.3
IC1040,2024-03-01,208,320,65.0
IC1021,2024-03-01,677,560,120.9
SPR2021,2024-03-01,521,480,108.5
IC1008,2024-03-01,446,720,61.9
IC1036,2024-03-01,369,360,102.5
IC1031,2024-03-01,600,480,125.0
IC1034,2024-03-01,460,510,90.2
SPR2002,2024-03-01,436,640,68.1
IC1037,2024-03-01,930,720,129.2
SPR2019,2024-03-01,642,720,89.2
IC1048,2024-03-01,698,720,96.9
IC1028,2024-03-01,613,480,127.7
IC1010,2024-03-01,363,360,100.8
IC1045,2024-03-01,579,540,107.2
SPR2007,2024-03-01,372,340,109.4
SPR2020,2024-03-01,608,540,112.6
IC1035,2024-03-01,324,280,115.7
IC1027,2024-03-01,234,360,65.0
SPR2025,2024-03-01,802,640,125.3
SPR2017,2024-03-01,471,480,98.1
IC1043,2024-03-01,408,420,97.1
SPR2027,2024-03-01,426,360,118.3
IC1044,2024-03-01,521,640,81.4
SPR2006,2024-03-01,762,720,105.8
SPR2013,2024-03-01,558,680,82.1
IC1015,2024-03-01,385,340,113.2
SPR2015,2024-03-01,325,360,90.3
IC1024,2024-03-01,263,360,73.1
SPR2010,2024-03-01,630,510,123.5
SPR2024,2024-03-01,574,510,112.5
IC1049,2024-03-01,195,320,60.9
IC1019,2024-03-01,270,420,64.3
SPR2008,2024-03-01,242,280,86.4
IC1026,2024-03-01,618,540,114.4
IC1006,2024-03-01,444,560,79.3
IC1042,2024-03-01,724,560,129.3
IC1000,2024-03-01,348,280,124.3
SPR2022,2024-03-01,674,560,120.4
SPR2016,2024-03-01,254,420,60.5
SPR2000,2024-03-01,433,340,127.4
IC1027,2024-03-02,517,510,101.4
SPR2009,2024-03-02,517,510,101.4
IC1028,2024-03-02,321,480,66.9
SPR2002,2024-03-02,328,320,102.5
IC1023,2024-03-02,659,680,96.9
IC1032,2024-03-02,313,320,97.8
SPR2022,2024-03-02,469,640,73.3
SPR2000,2024-03-02,313,320,97.8
IC1000,2024-03-02,442,680,65.0
IC1011,2024-03-02,344,560,61.4
SPR2006,2024-03-02,509,680,74.9
IC1024,2024-03-02,487,420,116.0
IC1022,2024-03-02,368,360,102.2
IC1009,2024-03-02,662,540,122.6
SPR2003,2024-03-02,296,340,87.1
SPR2028,2024-03-02,540,640,84.4
IC1021,2024-03-02,610,560,108.9
IC1020,2024-03-02,318,360,88.3
SPR2017,2024-03-02,294,340,86.5
SPR2018,2024-03-02,666,720,92.5
IC1047,2024-03-02,326,480,67.9
SPR2004,2024-03-02,534,720,74.2
IC1003,2024-03-02,695,680,102.2
IC1036,2024-03-02,656,640,102.5
IC1042,2024-03-02,729,720,101.2
IC1038,2024-03-02,355,480,74.0
SPR2015,2024-03-02,325,360,90.3
IC1046,2024-03-02,634,510,124.3
IC1025,2024-03-02,649,540,120.2
SPR2007,2024-03-02,316,320,98.8
SPR2024,2024-03-02,516,420,122.9
IC1048,2024-03-02,514,480,107.1
SPR2011,2024-03-02,639,720,88.8
IC1045,2024-03-02,617,540,114.3
IC1006,2024-03-02,275,340,80.9
SPR2013,2024-03-02,335,280,119.6
IC1019,2024-03-02,598,720,83.1
IC1014,2024-03-02,554,480,115.4
IC1030,2024-03-02,286,360,79.4
SPR2019,2024-03-02,447,360,124.2
SPR2002,2024-03-03,306,420,72.9
SPR2027,2024-03-03,562,510,110.2
SPR2016,2024-03-03,637,720,88.5
IC1041,2024-03-03,171,280,61.1
SPR2012,2024-03-03,449,540,83.1
IC1030,2024-03-03,267,360,74.2
IC1008,2024-03-03,504,510,98.8
IC1037,2024-03-03,500,640,78.1
SPR2029,2024-03-03,331,510,64.9
IC1012,2024-03-03,912,720,126.7
IC1028,2024-03-03,643,540,119.1
IC1046,2024-03-03,353,560,63.0
IC1003,2024-03-03,537,680,79.0
IC1042,2024-03-03,499,480,104.0
SPR2014,2024-03-03,527,640,82.3
SPR2008,2024-03-03,406,510,79.6
SPR2009,2024-03-03,325,320,101.6
IC1007,2024-03-03,353,480,73.5
IC1035,2024-03-03,505,480,105.2
IC1039,2024-03-03,225,340,66.2
IC1048,2024-03-03,397,480,82.7
SPR2018,2024-03-03,326,480,67.9
SPR2013,2024-03-03,339,420,80.7
SPR2010,2024-03-03,776,720,107.8
IC1015,2024-03-03,363,320,113.4
IC1011,2024-03-03,448,640,70.0
IC1034,2024-03-03,314,280,112.1
SPR2023,2024-03-03,224,340,65.9
SPR2022,2024-03-03,315,420,75.0
IC1023,2024-03-03,399,420,95.0
IC1033,2024-03-03,921,720,127.9
SPR2003,2024-03-03,615,480,128.1
SPR2017,2024-03-03,523,560,93.4
IC1006,2024-03-03,558,480,116.3
IC1010,2024-03-03,533,540,98.7
IC1025,2024-03-03,630,560,112.5
SPR2000,2024-03-03,507,480,105.6
IC1013,2024-03-03,348,320,108.7
SPR2025,2024-03-03,508,560,90.7
IC1024,2024-03-03,603,510,118.2
IC1018,2024-03-04,328,360,91.1
IC1010,2024-03-04,700,640,109.4
SPR2025,2024-03-04,652,540,120.7
IC1035,2024-03-04,720,680,105.9
SPR2014,2024-03-04,401,420,95.5
SPR2023,2024-03-04,271,280,96.8
IC1036,2024-03-04,306,280,109.3
IC1008,2024-03-04,225,340,66.2
IC1028,2024-03-04,501,480,104.4
SPR2007,2024-03-04,241,280,86.1
IC1046,2024-03-04,236,340,69.4
IC1034,2024-03-04,445,360,123.6
SPR2016,2024-03-04,682,720,94.7
SPR2018,2024-03-04,496,540,91.9
SPR2015,2024-03-04,313,320,97.8
SPR2029,2024-03-04,435,420,103.6
IC1001,2024-03-04,309,420,73.6
SPR2028,2024-03-04,560,540,103.7
IC1009,2024-03-04,287,340,84.4
SPR2008,2024-03-04,396,360,110.0
IC1020,2024-03-04,729,640,113.9
IC1025,2024-03-04,308,510,60.4
SPR2021,2024-03-04,308,280,110.0
SPR2027,2024-03-04,237,280,84.6
SPR2010,2024-03-04,414,510,81.2
SPR2011,2024-03-04,482,560,86.1
IC1047,2024-03-04,421,420,100.2
SPR2017,2024-03-04,462,680,67.9
IC1013,2024-03-04,370,340,108.8
SPR2004,2024-03-04,291,320,90.9
IC1017,2024-03-04,384,540,71.1
IC1021,2024-03-04,325,340,95.6
IC1023,2024-03-04,681,680,100.1
IC1037,2024-03-04,606,720,84.2
IC1019,2024-03-04,627,510,122.9
IC1031,2024-03-04,369,340,108.5
IC1007,2024-03-04,765,720,106.2
SPR2020,2024-03-04,458,720,63.6
IC1045,2024-03-04,323,340,95.0
IC1026,2024-03-04,765,640,119.5
SPR2004,2024-03-05,363,340,106.8
IC1049,2024-03-05,549,720,76.2
IC1048,2024-03-05,408,340,120.0
IC1036,2024-03-05,618,720,85.8
IC1015,2024-03-05,843,680,124.0
IC1016,2024-03-05,460,480,95.8
IC1010,2024-03-05,322,280,115.0
IC1043,2024-03-05,287,280,102.5
IC1019,2024-03-05,514,640,80.3
IC1008,2024-03-05,719,680,105.7
SPR2021,2024-03-05,388,640,60.6
SPR2003,2024-03-05,663,560,118.4
IC1028,2024-03-05,867,680,127.5
IC1044,2024-03-05,238,320,74.4
SPR2010,2024-03-05,584,480,121.7
IC1001,2024-03-05,301,420,71.7
IC1029,2024-03-05,528,560,94.3
IC1026,2024-03-05,434,540,80.4
IC1039,2024-03-05,469,640,73.3
SPR2013,2024-03-05,316,280,112.9
IC1040,2024-03-05,791,680,116.3
IC1037,2024-03-05,854,720,118.6
SPR2002,2024-03-05,339,560,60.5
SPR2005,2024-03-05,811,680,119.3
SPR2019,2024-03-05,203,320,63.4
SPR2016,2024-03-05,438,480,91.2
SPR2028,2024-03-05,520,720,72.2
SPR2009,2024-03-05,839,680,123.4
SPR2006,2024-03-05,682,680,100.3
SPR2011,2024-03-05,501,540,92.8
SPR2014,2024-03-05,437,480,91.0
SPR2015,2024-03-05,282,320,88.1
IC1004,2024-03-05,298,320,93.1
IC1003,2024-03-05,318,320,99.4
IC1038,2024-03-05,562,480,117.1
IC1035,2024-03-05,245,320,76.6
SPR2025,2024-03-05,628,540,116.3
IC1027,2024-03-05,330,280,117.9
IC1002,2024-03-05,813,680,119.6
IC1012,2024-03-05,428,340,125.9
IC1000,2024-03-06,863,680,126.9
IC1046,2024-03-06,216,320,67.5
IC1015,2024-03-06,874,720,121.4
SPR2025,2024-03-06,381,320,119.1
SPR2000,2024-03-06,276,320,86.2
IC1033,2024-03-06,455,420,108.3
IC1020,2024-03-06,524,420,124.8
SPR2006,2024-03-06,239,360,66.4
IC1007,2024-03-06,576,680,84.7
SPR2019,2024-03-06,653,510,128.0
IC1047,2024-03-06,413,420,98.3
SPR2028,2024-03-06,239,360,66.4
SPR2005,2024-03-06,432,340,127.1
SPR2020,2024-03-06,628,510,123.1
SPR2007,2024-03-06,419,360,116.4
SPR2002,2024-03-06,369,320,115.3
IC1004,2024-03-06,300,320,93.8
SPR2013,2024-03-06,776,640,121.2
IC1005,2024-03-06,390,480,81.2
IC1008,2024-03-06,306,360,85.0
IC1031,2024-03-06,270,360,75.0
IC1001,2024-03-06,247,280,88.2
SPR2029,2024-03-06,213,280,76.1
IC1036,2024-03-06,402,480,83.8
SPR2027,2024-03-06,346,320,108.1
IC1049,2024-03-06,612,680,90.0
SPR2024,2024-03-06,545,480,113.5
SPR2001,2024-03-06,523,560,93.4
SPR2011,2024-03-06,292,420,69.5
IC1026,2024-03-06,761,680,111.9
IC1043,2024-03-06,232,360,64.4
IC1028,2024-03-06,453,360,125.8
SPR2004,2024-03-06,427,360,118.6
IC1010,2024-03-06,433,340,127.4
IC1024,2024-03-06,247,320,77.2
SPR2022,2024-03-06,393,420,93.6
IC1039,2024-03-06,374,510,73.3
IC1002,2024-03-06,322,360,89.4
IC1041,2024-03-06,392,510,76.9
IC1018,2024-03-06,861,720,119.6
IC1027,2024-03-07,219,320,68.4
SPR2025,2024-03-07,272,360,75.6
SPR2004,2024-03-07,400,510,78.4
SPR2002,2024-03-07,625,560,111.6
IC1033,2024-03-07,531,510,104.1
SPR2023,2024-03-07,222,320,69.4
IC1032,2024-03-07,286,280,102.1
SPR2018,2024-03-07,608,510,119.2
SPR2008,2024-03-07,384,420,91.4
IC1016,2024-03-07,699,680,102.8
SPR2028,2024-03-07,495,510,97.1
IC1048,2024-03-07,289,340,85.0
IC1010,2024-03-07,337,560,60.2
SPR2016,2024-03-07,306,420,72.9
IC1046,2024-03-07,454,360,126.1
SPR2024,2024-03-07,576,680,84.7
SPR2022,2024-03-07,436,540,80.7
IC1023,2024-03-07,432,420,102.9
SPR2007,2024-03-07,628,510,123.1
IC1007,2024-03-07,584,720,81.1
IC1017,2024-03-07,483,640,75.5
SPR2009,2024-03-07,517,420,123.1
SPR2020,2024-03-07,388,340,114.1
IC1008,2024-03-07,371,340,109.1
IC1004,2024-03-07,277,280,98.9
IC1001,2024-03-07,502,560,89.6
IC1019,2024-03-07,669,640,104.5
IC1034,2024-03-07,240,320,75.0
SPR2012,2024-03-07,597,510,117.1
IC1043,2024-03-07,303,340,89.1
SPR2027,2024-03-07,575,510,112.7
IC1026,2024-03-07,397,340,116.8
IC1005,2024-03-07,274,420,65.2
IC1000,2024-03-07,579,540,107.2
IC1020,2024-03-07,227,280,81.1
IC1031,2024-03-07,357,420,85.0
SPR2021,2024-03-07,757,680,111.3
SPR2014,2024-03-07,431,340,126.8
SPR2011,2024-03-07,651,560,116.3
IC1039,2024-03-07,273,340,80.3
SPR2003,2024-03-08,788,720,109.4
SPR2020,2024-03-08,530,640,82.8
IC1011,2024-03-08,254,280,90.7
SPR2014,2024-03-08,247,360,68.6
IC1037,2024-03-08,852,720,118.3
SPR2008,2024-03-08,379,360,105.3
IC1002,2024-03-08,614,510,120.4
IC1045,2024-03-08,363,480,75.6
SPR2027,2024-03-08,441,640,68.9
IC1007,2024-03-08,561,480,116.9
IC1024,2024-03-08,777,640,121.4
IC1022,2024-03-08,489,680,71.9
SPR2009,2024-03-08,440,420,104.8
IC1010,2024-03-08,486,680,71.5
SPR2011,2024-03-08,256,420,61.0
SPR2028,2024-03-08,548,560,97.9
SPR2018,2024-03-08,531,420,126.4
SPR2016,2024-03-08,689,680,101.3
IC1028,2024-03-08,648,720,90.0
SPR2001,2024-03-08,255,320,79.7
SPR2024,2024-03-08,430,540,79.6
IC1026,2024-03-08,533,680,78.4
SPR2017,2024-03-08,358,480,74.6
IC1038,2024-03-08,206,320,64.4
SPR2006,2024-03-08,474,420,112.9
SPR2013,2024-03-08,229,280,81.8
IC1048,2024-03-08,297,420,70.7
SPR2005,2024-03-08,368,360,102.2
IC1003,2024-03-08,451,360,125.3
IC1047,2024-03-08,519,480,108.1
IC1027,2024-03-08,499,680,73.4
IC1040,2024-03-08,640,720,88.9
IC1017,2024-03-08,847,720,117.6
IC1001,2024-03-08,266,420,63.3
SPR2015,2024-03-08,284,340,83.5
IC1018,2024-03-08,592,680,87.1
IC1041,2024-03-08,256,280,91.4
IC1035,2024-03-08,673,680,99.0
SPR2002,2024-03-08,680,720,94.4
IC1032,2024-03-08,342,480,71.2
IC1026,2024-03-09,606,680,89.1
SPR2022,2024-03-09,549,640,85.8
SPR2001,2024-03-09,600,480,125.0
SPR2023,2024-03-09,403,360,111.9
SPR2028,2024-03-09,772,640,120.6
SPR2017,2024-03-09,745,680,109.6
IC1036,2024-03-09,230,360,63.9
IC1044,2024-03-09,596,640,93.1
SPR2012,2024-03-09,480,420,114.3
IC1010,2024-03-09,344,340,101.2
IC1005,2024-03-09,769,680,113.1
SPR2015,2024-03-09,611,480,127.3
SPR2000,2024-03-09,324,420,77.1
SPR2006,2024-03-09,412,320,128.8
IC1001,2024-03-09,246,360,68.3
SPR2020,2024-03-09,422,340,124.1
IC1031,2024-03-09,499,680,73.4
SPR2010,2024-03-09,375,340,110.3
IC1000,2024-03-09,643,560,114.8
SPR2011,2024-03-09,653,560,116.6
IC1012,2024-03-09,253,280,90.4
IC1013,2024-03-09,488,680,71.8
IC1033,2024-03-09,786,680,115.6
IC1041,2024-03-09,536,510,105.1
IC1002,2024-03-09,421,540,78.0
IC1045,2024-03-09,314,360,87.2
SPR2007,2024-03-09,339,420,80.7
SPR2008,2024-03-09,793,640,123.9
IC1030,2024-03-09,372,320,116.3
SPR2016,2024-03-09,414,340,121.8
SPR2009,2024-03-09,229,360,63.6
IC1023,2024-03-09,722,680,106.2
IC1014,2024-03-09,535,680,78.7
IC1008,2024-03-09,764,680,112.4
IC1035,2024-03-09,587,480,122.3
IC1003,2024-03-09,545,480,113.5
IC1037,2024-03-09,841,680,123.7
IC1024,2024-03-09,421,480,87.7
IC1046,2024-03-09,331,320,103.4
IC1011,2024-03-09,634,680,93.2
SPR2003,2024-03-10,661,560,118.0
SPR2007,2024-03-10,715,720,99.3
SPR2014,2024-03-10,614,560,109.6
IC1030,2024-03-10,531,510,104.1
SPR2019,2024-03-10,770,640,120.3
IC1008,2024-03-10,329,340,96.8
IC1018,2024-03-10,344,510,67.5
SPR2024,2024-03-10,455,360,126.4
SPR2013,2024-03-10,712,720,98.9
SPR2029,2024-03-10,585,510,114.7
IC1037,2024-03-10,731,680,107.5
IC1000,2024-03-10,378,420,90.0
IC1049,2024-03-10,430,340,126.5
SPR2026,2024-03-10,311,280,111.1
SPR2015,2024-03-10,259,340,76.2
IC1010,2024-03-10,700,540,129.6
SPR2005,2024-03-10,441,340,129.7
IC1016,2024-03-10,385,480,80.2
IC1045,2024-03-10,361,280,128.9
IC1001,2024-03-10,701,680,103.1
SPR2012,2024-03-10,496,680,72.9
SPR2010,2024-03-10,822,640,128.4
IC1042,2024-03-10,241,360,66.9
IC1012,2024-03-10,334,320,104.4
IC1028,2024-03-10,569,480,118.5
SPR2021,2024-03-10,377,320,117.8
SPR2027,2024-03-10,253,420,60.2
IC1021,2024-03-10,574,640,89.7
IC1006,2024-03-10,423,640,66.1
IC1004,2024-03-10,500,640,78.1
IC1011,2024-03-10,640,510,125.5
IC1026,2024-03-10,585,480,121.9
IC1014,2024-03-10,339,320,105.9
SPR2001,2024-03-10,663,540,122.8
IC1020,2024-03-10,344,420,81.9
IC1025,2024-03-10,660,560,117.9
SPR2016,2024-03-10,777,720,107.9
IC1034,2024-03-10,356,320,111.2
IC1022,2024-03-10,237,360,65.8
IC1041,2024-03-10,540,640,84.4
IC1027,2024-03-11,266,420,63.3
IC1005,2024-03-11,225,320,70.3
IC1036,2024-03-11,505,640,78.9
SPR2012,2024-03-11,646,640,100.9
IC1031,2024-03-11,724,640,113.1
SPR2022,2024-03-11,324,480,67.5
IC1012,2024-03-11,229,360,63.6
IC1023,2024-03-11,779,640,121.7
IC1025,2024-03-11,290,420,69.0
IC1037,2024-03-11,657,720,91.2
SPR2023,2024-03-11,244,360,67.8
IC1006,2024-03-11,526,540,97.4
IC1011,2024-03-11,458,680,67.4
IC1008,2024-03-11,362,320,113.1
IC1040,2024-03-11,448,680,65.9
IC1007,2024-03-11,378,420,90.0
IC1013,2024-03-11,608,680,89.4
IC1029,2024-03-11,522,420,124.3
IC1018,2024-03-11,306,340,90.0
SPR2016,2024-03-11,467,720,64.9
IC1022,2024-03-11,352,360,97.8
SPR2009,2024-03-11,564,510,110.6
IC1016,2024-03-11,451,540,83.5
SPR2006,2024-03-11,523,510,102.5
SPR2024,2024-03-11,369,540,68.3
SPR2014,2024-03-11,377,420,89.8
IC1002,2024-03-11,343,480,71.5
IC1030,2024-03-11,269,340,79.1
IC1039,2024-03-11,534,510,104.7
IC1034,2024-03-11,766,680,112.6
SPR2025,2024-03-11,294,360,81.7
IC1001,2024-03-11,439,340,129.1
IC1017,2024-03-11,543,680,79.9
SPR2026,2024-03-11,338,480,70.4
IC1048,2024-03-11,676,560,120.7
IC1041,2024-03-11,759,720,105.4
IC1038,2024-03-11,548,510,107.5
IC1019,2024-03-11,832,720,115.6
IC1049,2024-03-11,935,720,129.9
SPR2008,2024-03-11,511,640,79.8
SPR2027,2024-03-12,629,640,98.3
IC1030,2024-03-12,306,280,109.3
IC1042,2024-03-12,449,640,70.2
IC1020,2024-03-12,456,560,81.4
IC1013,2024-03-12,439,540,81.3
IC1026,2024-03-12,298,360,82.8
SPR2000,2024-03-12,374,340,110.0
IC1000,2024-03-12,284,280,101.4
IC1038,2024-03-12,528,480,110.0
IC1041,2024-03-12,460,480,95.8
IC1032,2024-03-12,913,720,126.8
SPR2020,2024-03-12,540,560,96.4
IC1043,2024-03-12,490,480,102.1
SPR2004,2024-03-12,274,340,80.6
SPR2024,2024-03-12,205,320,64.1
IC1029,2024-03-12,632,540,117.0
IC1031,2024-03-12,503,420,119.8
SPR2007,2024-03-12,609,510,119.4
IC1003,2024-03-12,592,510,116.1
IC1025,2024-03-12,220,280,78.6
IC1001,2024-03-12,360,360,100.0
IC1047,2024-03-12,655,560,117.0
IC1004,2024-03-12,705,680,103.7
IC1019,2024-03-12,432,340,127.1
IC1040,2024-03-12,773,720,107.4
IC1015,2024-03-12,714,720,99.2
SPR2008,2024-03-12,700,540,129.6
IC1006,2024-03-12,409,420,97.4
IC1033,2024-03-12,868,680,127.6
IC1005,2024-03-12,206,340,60.6
IC1021,2024-03-12,315,320,98.4
IC1036,2024-03-12,224,280,80.0
SPR2017,2024-03-12,473,540,87.6
IC1014,2024-03-12,238,360,66.1
SPR2015,2024-03-12,219,280,78.2
IC1016,2024-03-12,639,640,99.8
IC1034,2024-03-12,309,280,110.4
SPR2010,2024-03-12,593,480,123.5
SPR2029,2024-03-12,259,340,76.2
SPR2028,2024-03-12,370,320,115.6
IC1031,2024-03-13,209,340,61.5
SPR2022,2024-03-13,343,280,122.5
SPR2012,2024-03-13,650,640,101.6
IC1044,2024-03-13,643,540,119.1
SPR2015,2024-03-13,436,560,77.9
SPR2016,2024-03-13,482,560,86.1
IC1011,2024-03-13,240,360,66.7
SPR2023,2024-03-13,334,510,65.5
SPR2021,2024-03-13,377,320,117.8
IC1041,2024-03-13,581,720,80.7
IC1020,2024-03-13,474,560,84.6
IC1008,2024-03-13,660,680,97.1
IC1028,2024-03-13,513,480,106.9
IC1010,2024-03-13,202,320,63.1
SPR2011,2024-03-13,280,280,100.0
IC1038,2024-03-13,698,680,102.6
IC1022,2024-03-13,860,720,119.4
IC1043,2024-03-13,382,540,70.7
IC1034,2024-03-13,329,360,91.4
IC1049,2024-03-13,335,360,93.1
SPR2013,2024-03-13,644,540,119.3
IC1032,2024-03-13,409,480,85.2
SPR2028,2024-03-13,183,280,65.4
IC1036,2024-03-13,571,560,102.0
IC1001,2024-03-13,723,680,106.3
IC1030,2024-03-13,322,320,100.6
IC1012,2024-03-13,603,640,94.2
IC1021,2024-03-13,539,720,74.9
IC1004,2024-03-13,410,420,97.6
IC1014,2024-03-13,300,480,62.5
SPR2026,2024-03-13,508,510,99.6
IC1048,2024-03-13,678,720,94.2
IC1037,2024-03-13,430,340,126.5
IC1026,2024-03-13,280,340,82.4
SPR2010,2024-03-13,418,680,61.5
IC1013,2024-03-13,769,680,113.1
SPR2027,2024-03-13,243,340,71.5
SPR2009,2024-03-13,274,280,97.9
IC1025,2024-03-13,510,680,75.0
IC1035,2024-03-13,410,420,97.6
IC1018,2024-03-14,281,280,100.4
SPR2019,2024-03-14,595,560,106.2
SPR2003,2024-03-14,551,640,86.1
IC1049,2024-03-14,437,680,64.3
IC1004,2024-03-14,488,480,101.7
IC1029,2024-03-14,578,480,120.4
IC1046,2024-03-14,406,420,96.7
IC1010,2024-03-14,418,540,77.4
IC1048,2024-03-14,302,340,88.8
SPR2008,2024-03-14,547,560,97.7
IC1045,2024-03-14,337,510,66.1
SPR2024,2024-03-14,279,280,99.6
SPR2005,2024-03-14,345,510,67.6
SPR2021,2024-03-14,260,360,72.2
SPR2016,2024-03-14,420,480,87.5
IC1001,2024-03-14,394,340,115.9
IC1007,2024-03-14,600,510,117.6
IC1039,2024-03-14,406,510,79.6
IC1047,2024-03-14,546,560,97.5
IC1043,2024-03-14,212,320,66.2
SPR2001,2024-03-14,830,640,129.7
IC1014,2024-03-14,676,640,105.6
SPR2006,2024-03-14,514,680,75.6
SPR2023,2024-03-14,664,540,123.0
SPR2029,2024-03-14,354,420,84.3
